text,sentiment
 holy cute! Dexter has already lost his kitten face  gettin a chunky butt since we got back from qld too haha,positive
 womp womp woooomp!,positive
 Hey I saw SNL 2nite&I loved it!! especially the crumpin` ****-**** scene  'crumpin`34 dub' wow hilarious,positive
paramore songs? one of the best! currently listening to 'emergency',positive
 A new baby? How exciting  Congrats in advance,positive
" Yes, this NBA song is great!!!  Got an old funny NBA cheerleader remix song. Ohrwurm of the day 'colorblind'.",positive
"Pegel..cape ya keliling kuil..but,totally awesome!was amazed by the temple,culture,ambience..truly amazing thailand",positive
" just looked at your page and realised it was a radio show, get them to play Call It What You Want so love that track",positive
White House joins social networking sites > http://bit.ly/15Fo4X - better late than never,positive
 So true Donna  Wish you a joyfull sunday ~Siddy,positive
"  cool, i saw it now in the link thanks",positive
  I saw you started following me -  Welcome - what do you do in AKL and for whom?,positive
" Don`t fall to celebrity worship, though... just write what you think, do the best you can and rock on",positive
"I`m home, Yay! Unpacked everything, now just got to wash it all",positive
Happy Star Wars day! May the 4th be with you!,positive
it`s good to see all my family  was a good day today,positive
 okay thank you! i can`t find it,positive
 I don`t mind him not paying rent. I`m just over the moon at the idea of him moving out at least 12 years early,positive
Always get my hopes up too soon...we were soooo close,positive
"I just put my TV on the Canucks game and they score  yaay come on VanCity baby (I know, I can`t believe I`m watching hockey either)",positive
The Skimchamp Taxi Service!  best in the land!,positive
"And here goes my first Twitter from #TwitterBerry Application from my #BlackBerry Bold 9000..  Cheers, long live.. #SMR",positive
" awww  no problem , sorry for tha loss",positive
" Have fun, hon! Ooh, look what a poet I am.",positive
 really enjoyed the podcast with  This was my 1st time listenening to the show. Will def listen from now on,positive
dam just finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,positive
 Alternate name for a 'Bacon Mary'... A 'Bloody Piggy!' ;) (I have to give my boyfriend credit for that idea!),positive
 now that you say that you do look like demi  hahaha!! Yessss august 2nd will be a blast,positive
" hey, have a great gig! We`ll have to do exchange of tracks via ze emayal  I`m all lost in loops right now and still writing ****",positive
 http://twitpic.com/2dmtn - I saw this pic and it reminded me of you in Anna and the King.. so cuuuute little fella,positive
" hi cs, welcome to the twitterverse, if i can help with anything, just ask",positive
JONAS rocked tonight!  going to bed after I write a lil bit... Night and bless all,positive
10 Cutest Cat moments video - http://shrt.st/4ce - enjoy,positive
Today is a blessed day,positive
" Good Morning, good wakeup music",positive
Goin to the mall and gonna see the movie ghost of gfs past i hope its good and top it all im goin alone  but ilook cute and feel good ^^,positive
I`m sooo HAPPY Demi`s back on twitter!,positive
http://twitpic.com/4wsue - yeah  well thanks *blushes*,positive
 *waves back* Have a good day,positive
_crumbles all the best for art attack. thanks 4d follow,positive
"Working on a bank holiday, but I don`t mind - it`s all good fun",positive
" My original non-Yahoo acc. was deleted when they got bought-out  But it`s not too bad, I don`t receive any Yahoo-spam from it.",positive
_d Wish Leigh a Happy Mother`s Day for me! It`s midnight in NY,positive
is online shopping...fantastic,positive
I`m enjoying this Sunday very much. No parents. No revision. Just like any other Sunday,positive
office hours/trying to make my computer feel better.,positive
" watched the standard dvd 3d version, no blu in UK yet, 3d effect was best I have seen on home system yet, **** in 3d",positive
" Reminders are good! Speaking of which, we haven`t had a Posture Check in awhile.....",positive
" and Amanda Peet in A lot Like Love. Loves it.. Classic, really",positive
OMGSH IM BEING FOLLOWED BY >>PARAMORE<< :O,positive
" Thank you, I will have a look",positive
"I want to see my friends  Mindless fun. No work, all play. All drunk, all walwal. All being mean to each other and sleeping in one bed",positive
"good morning twitter-ers  rise and shine,, just on my way to school",positive
Will cook a sumptuous lunch today,positive
studying out of spite. whatever.. Wonderful unforgettable weekend with DC,positive
Jeff was right! Call of Duty pwns. Now i just gotta figure out what to do with this xtra copy of Wolvarine I bought earlier this week.,positive
Had a nice chat with an old frnd... its been a while since v talked  was fun...,positive
" Just for reference, I don`t own that dress either. Sounds like LH was a good Fopp buy then",positive
Loves him but most importantly loves my mom! Happy Mothers Day!,positive
 did you finish twilight? i did! and i wish it wasnt over,positive
 Yum. Thanks.  Just getting dressed and waiting for my washing to finish so I can hang it up.  I`ll text you when I set off,positive
wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THE LILY,positive
I wish Joe Bidden was on the train with me.,positive
Digiqom welcomed new team members in the company today,positive
_O haha .. i`m from philippines!  i just want to follow you!,positive
_bach Thank you for YOUR positive energy + contributions here!,positive
Good Morning All!   Hope everyone is doing well on this Monday!   Thanks for all the #followfriday recos!   I am blessed!,positive
animating an ad for work. One of my favorite things to do. So much so that I`m doing it on a saturday night for fun!,positive
 TINK! (whatever the **** it means!!) from your JKUK girls! Show us some love! ;)  ****,positive
_Girl well something thaz quick please,positive
 hale yeahhh that`s the coolest part about it ;) hahaha. And I can match grieco!,positive
HAPPY MOTHERS DAY MOM!,positive
I have been married 1 year to the most wonderful man,positive
http://twitpic.com/67k9w - - My besties. If only  was there.,positive
Happy Mother`s Dayyyy. Love you mummyyyyyyyy,positive
" so glad, I hope yall make it back down near New Orleans",positive
Oh no! My kindergarten teacher died  Mrs. Collinson always remembered every student she ever had. Loved that lady.,positive
 !!! It`s fantastic!,positive
well going to sleep peoples!! night all twitterers!! loves ya!  *Welcome Home*,positive
hi  thanks for the follow  good luck with your friend? ha,positive
Taco Bell With The Tramp!Yesssssir,positive
/ happy mommy`s day,positive
New York from 1500ft looks rather good. Last night in the Big Apple.,positive
 good luck with it..Do well!! My best wishes are with you!,positive
"Have lots 2do as usual! laundry, thanking God, cleaning house, praising God, cutting the hedge and thanking and praising God some more!",positive
 Good luck tonight! have fun,positive
why must the weather b so nice and then so bad all in 1 minute,positive
Happy STAR WARS Day - May the fourth be with you!,positive
oh how i love texting my drunk friends  hahahaha,positive
 I thought it was a simple one  I found it hilarious.,positive
just woke up and feeling real good cause of krispy kreme. I WANT ME SOME DOUGHNUTS,positive
lohang: is listening to music. really happy about !librefm #audacious combination  here`s my profile http://is.. http://tinyurl.com/r5o3zj,positive
Traffic jam outside of chicago. I feel very 'office space' right now.,positive
 Can`t wait to see it tonite!! should be hilarious,positive
Chillin Waitin For My Hunny Baby To Get Out Of Work!!!!!  To Get My Drink On While Finishin Da Song I Have,positive
 Thanks. Feel so happy 2 Make Ur Day a Great one. Enjoy it 2 the fullest N Have Fun Always,positive
@_Flik_ Good one.   Might think about it for this year`s NaNoWriMo competition.,positive
The bus is rolling along faster than expected. I might make it home by 6:15. Maybe.,positive
 No worries,positive
"Oh yeah, Radio1 is SO playing Earth, Wind and Fire",positive
14 dayssss ahhhh super excited   `they`re telling me that my heart wont beat again`   JLS were awesome yesterday (:,positive
 you`re so cute.,positive
 thx 4 following  r y a band? What kind of genre that y play? Nice to meet all of y,positive
Good day all. Let`s see what we can get accomplished today together.,positive
`You Are What U Eat` isn`t EXACTLY true.. `You Are What U Digest` TodayISaProsperous &Productive Day! ThankUJesus!  BeYEBlessed! hee hee,positive
 unless absolutely gorgeous I`d rather men stayed covered up! Have seen sights today to put you off your food.......  #ukpubs,positive
Obama is the ish!!!!  he is funny!,positive
 I hope your mom is ok?,positive
 oh lucky u!! i need to send mines away to get fixed,positive
Just finished filming for the day  another fun day on the set! Hahaha!,positive
 'coomee to ja-maiii-cah an feel alllll right!!' hahaha,positive
 good song,positive
So much for buying that awesome new phone from sony ericsson  - I am now Berry`d like everyone else...,positive
HAD SO MUCH FUN TODAY !  i love alyssa arellano and mika reyes ! :*,positive
what a beautiful morning ; it`s time to get up and enjoy the sun,positive
" this is really helpful,  you swear a lot, i just realized. haha.",positive
to all mothers out there... or even soon to be mothers >8D happy mother`s day y`all,positive
 you are the sweetest.  love you cuz!,positive
has found that old familiar feeling again.,positive
" Thanks dear, I know this, but I appreciate the validation as always",positive
weee! internet is back here at home!,positive
I`m off for tonight good night everyone,positive
" haha hi mum! wow yes, very modern of you. now you just need to get a facebook account! p.s. talk to me by writing ",positive
Yay! Just bought American Dad Volume 4  also seen Australia is out on DVD. Could be a lot cheaper than going...,positive
_benson the Macarena never looked so good. Loved the 'Aaaaiieee' squeak / exclamation,positive
Saw this lil girl that has big eyes and hair like Dora the explorer. How cute,positive
 *dancing pirouette ballerina HUGS*  Morning my Awesome brudder!,positive
" Thank You, Sweetie. I just don` understand how people can be mad at me for something THEY made as a choice in life..",positive
" Good luck with your breakfast search. But here in the US, I have to go to bed. lol. Goodnight David.",positive
I`m wishing I was outside instead of trapped in my office.,positive
  have funnn!,positive
 DSi is the latest Nintendo DS with 2 cameras + stuff built in. We are a Gadget house. Luckily I get my blackberrys free from work,positive
this week has been fun...i hope next week will be even better  NYC in 19 days,positive
Happy Mother`s Day mommy and grandma haha  ily,positive
 thankyou  how is ur night?,positive
I`m awake. Anybody else awake? Wish I lived in the US since all the fun happens when I`m asleep!,positive
 thanks to follow,positive
_benson You are an absolute legend! Love love love it,positive
Castiel is loveeeeeeeeeeeeeeeeeeeeee,positive
"just woke up, having coffee, listening to Music, reading RSS...Sunday feels great",positive
_MC string out the dress.. Work that into a track please!!! What do u have coming up?? I`m ur biggest fan,positive
"  thankyou very much, you rock!",positive
"good day, ya`ll! happy mom`s day!",positive
 aww such a cutie,positive
"Thanks for the follow, Doug. I like that hat",positive
Happy Mother`s Day ~ and for single dads who plays both mom and dad role enjoy your day too,positive
 I had a very good day - lots of stretching and sleeping in the sun,positive
is going out for dinner... just the two of us... niceeeee,positive
 so how is the most wonderful mommy in the world doing?,positive
 that couldn`t be more true! I like ur momma`s style!,positive
"Great. Now there`s a cloud that`s really, really dark grey right outside my office window. This sure has a lotta precip with it.",positive
morning darlin`  Hope you`re feelin` tip-top  ? http://blip.fm/~5z7zs,positive
" http://twitpic.com/4jam0 - Ohhh, how lovely! I`m glad that you had a great time there.",positive
Thanks! carry on the craziness again!!!,positive
 good luck with your auction,positive
 hahah lucky!! i have to wait 4 days! poop lol where abouts in the gold coast are you? (if u dnt mind me asking),positive
 You are `spot on`...I wouldn`t tweet without it!! Thanks for your share tonight.,positive
" Yeah, a few peeps. It should be a good day to catchup with everyone",positive
 ohwwww  whatever I`m excited anyway.,positive
I love cute texy messages. Especially when he calls me mandy,positive
I ate a foot long from subway like an hour ago! OMG! I`m happy and full. I hadn`t ate since b-fast.  happy Lis.,positive
 Thanks too,positive
 I love these clutches! I`m lusting after one in bright yellow,positive
 oh no not difficult. It`s just nuts that`s how you have to market yourselves on home turf,positive
 we will work on that mama  sweetdreams!,positive
Good morning to another too late sleeper .  One of my excellent designers is Valerie (see ) picture,positive
 aww  cant wait to have you back in LA! <333,positive
 It was pretty cool. The kids *and* the adults had fun.,positive
I gave a homeless lady named Ruby an Ice Cream sandwich and a cigarette.  That is my g00d deed for the day. :p,positive
" happy #juddday, carrie",positive
I am up and feeling pretty **** gud! I dont even have a hangover what a nice feeling,positive
home! tonight was so much fun! goodnight twitterbugs!,positive
  thanks homskis! Its like christmas!,positive
" awwww ray you`re the best.  it means a lot to me that you say that! i can`t wait to hang with you again, hopefully soon!",positive
" I like tweetie better, that is what I use all the time",positive
 aww... my mom will appreciate it   Much the same to your familias! When do you leave for tour?,positive
"george lopez, bed, mommys day tomorrow ;)  i wish house was on Hugh Laurie, is sexay. sometimes i like way older guys.",positive
"Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms",positive
just finished baking some cinnamon rolls   soooo yummy!,positive
"Of course, the Evil Day Job wants me to stay longer.  I need to win the lottery.",positive
 awesomeness,positive
"Back from A&E, very nice Doctor diagnosed ligament damage, she felt I could still do my 5k run, but it might take me 10 days to heal",positive
just another manic monday.. wish it were sunday.. that`s my fun day  happy monday twitterland,positive
just downed 10 live abalone sashimi with 2 bottles of sake with father-in-law.  Very happy,positive
 Remember to put your phone on silent! lol  Night loveees,positive
good morning tweeties! what to do today? I am all rested up from Richmond and ready to hit the beach!,positive
 you must love sydney more  dont leave us sydney kids  ****,positive
Waking up at unGodly hours to go to work is starting to get old. At least the coffee is good,positive
had fun at wango tangooo!,positive
 Plenty of good trivia on wikihow. Just trying to help  hope u got to sleep by now.,positive
 I need one too.,positive
you know what it is to see people you love most in his country and could not get closer?,positive
"Twenty20 cricket, beer and sunshine very good. Well apart from the beer cause i`m on tablets!",positive
Tonight was fun. Love my girl Tanna!,positive
Can`t wait 4 a real bed!  haha,positive
"Goodmorning tweedles  very happy mood, i think i will always be after this past weekend. lol vids of the `BEYONCE WEEKND` coming soon.",positive
 awww boo! I **** lovee doing all the girly thingss,positive
 chillin promoting muzik...not eating  lmaao,positive
_ good morning - you`re up early! Feeling enthused to design your life?  thanks to manics for that phrase,positive
"is planning her week, its going to good, going to get a lot of stuff done",positive
 Yay! You finally get to have a trip away from home again! How exciting! You 2 going to shop a bit ?,positive
"home from STING..crunk (of course)..long **** day N nite..also, visited my boy Rob V..all is good..happy mother`s day!!..word to yo mutha",positive
Excited for enfest yaaaay,positive
 Would love it but have plans,positive
wants to cool down,positive
(L) ice grande half-sweet French vanilla soy milk from Starbucks means summaa`s coming !!!,positive
 i love you but i can`t call you cause i live in argentina  really really love you mitchel!,positive
so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked,positive
 PRIDE next weekend in Long Beach!!,positive
I wasn`t sore yesterday. But i`m definitely feeling those hills now! My legs hurt all the way up to my booty. Its a good hurt,positive
" the only thing I know about star trek is the joke from tina fey`s twitter, 'may the 4th be with you'",positive
Trying to reorganize plans for tonight uggg  Hopefully it will still be lots `o fun!,positive
" AND, We have your fabulous interracial ****!  WOOT!",positive
"_home Yes - that would be perfect.  That was supposed to happen, last night, still dry.  Usually happens as I a heading to appt.",positive
 Glad you got there safe & saw your daughter.  Enjoy your time there!,positive
probably one of the best surprises ever...you really are amazing,positive
 > 'live Q&A 24/7'... definitely the best part of twitter for me,positive
"going 2 watch Dogtown, hope it`s not too sad!",positive
"  We were in Lindos, and it absolutely ruled. Will post some pictures somewhere, some time. Back to work today",positive
dancing around and cleaning the house..... loving my sunday so far,positive
"At Rocky Cola Diner in Whittier tonight with teacher pal Mr. B, we had a great time chatting but no one else came...",positive
 I spell my name alyson too! Aly for short! We spell it the best,positive
  *waves to make it all OK again*,positive
"mmm... hot chocolate, ugboots and topgear... life is good.",positive
Thanks for pointing out the crucial problems . Both of them have been taken care of  (cc: ),positive
    - Overwhelming lead for Strawberry Lemonade!!  My husband voted for Banana Fosters tho.,positive
OMGoodness back to school soon FUN!,positive
 LOL I love my MacBook too. Oh and my iMac. Can`t decide which I love more. OK 24' iMac trumps 13' MacBook,positive
 I like your HR shirts. They`re inspiring me to think of witty/rude HR-like sayings I`d never actually wear.,positive
it`s too beautiful to stay inside,positive
Getting my self a nice cup of tea and turn on some music,positive
" I saw your tweet a couple of weeks ago that had that hashtag, so wanted to contribute since I am a huge Mitch fan",positive
 He needs to go back to his Scotty. That is what he was using when he won last year,positive
  Whaaaaaaaaaat?!  Thas HOT B!    Super nice!,positive
too many good shows coming up and no money to buy tickets. fmfl. brand new at the troub?,positive
 I KNOW!!!! Its all stormy outside.. and my hair looks cute today..  hahah,positive
 Ahh okay makes sense to start the preparations now then,positive
juss dropped the wife off I love her so,positive
 http://twitpic.com/4jam0 - Oh it`s so beautiful! I`m happy you had a great time! Heartz,positive
Didn`t get to go wakeboarding  but i`ll be good cause i`m having a lush night!,positive
Happy Monday!  Lots of little things to do today!  Tried to water plants out front very early in jammies! Got caught by two neighbors!!,positive
",:Mother, Happy Mother`s Day.... and to all Mom`s there......  God Bless yhaw all... ?",positive
"thinking lots of revision tomorrow  woo, hope it a sunny one.",positive
 awww wish I was there! Have a brew for me B!,positive
" Ntah, I really wanna be there",positive
is starting to love twitter!!! Facebook-detox diet is working great,positive
I LOVE CHICAGO.   Tonight was AMAZING!!,positive
" You`re welcome, of course!",positive
  May the 4th be with you too,positive
wow...you leave facebook alone for the weekend and get 60 new notifications. WHEW!,positive
  its like that with the goo goo dolls for me. Then I heard 'iris' and absolutely loved it,positive
Getting ready to go study outside while having some fun in such a nice sunny day.,positive
woke up from napping  finally got the sleep i needed,positive
 i feel that!! esp when you know u aint done the wrong  <3 U!,positive
Can`t believe i`m spending my lunch break inside @ my desk,positive
"  I don`t mind whistlers if they are actually whistling a tune, but those who just whistle nothing drive me crazy!",positive
 sure ill follow you hun  ohh thank you are you a subscriber on my youtube?,positive
 I think that plus everyone wants to see if the D-train could keep it going - obviously not.  Hopefully he`ll bounce back.,positive
never expected to hear Beastie Boys in a Star Trek movie... was a super great flick though. *pew peww* -- (phasers),positive
I skip school way too often  I`m rather proud actually.,positive
" lol liking your style Alice tell him you`ve got standards to maintain lol, it`s national Cork girls go wild in london week",positive
I lOve this day  No school --> studyin` quietly,positive
  Hello there hope your over your flu now,positive
"Home. Should be in the bed, but I`m just super duper excited about tomorrow.",positive
haciendo mi primer app con Thin + Rack + some crazy stuff...,positive
"enough for today, good night all",positive
spent all morning watching Eddie Izzard`s Glorious! SO funny... realli shud hav studied thou...,positive
just got back from Mcfly concert ahh it was so amazing! and I am now in love with David Archuleta,positive
 Iiight thanks.,positive
The most epic weekend I`ve had in atleast a year. Night cap with _matthes and . 2 hours of sleep in 3 days! Goodnight,positive
" Hey babe follow me,love u on da show",positive
KMF going smoothly so far. Free stuff is always a plus.,positive
 I was hoping I could just drop them into ~/.vim so both Vim and MacVim could share them,positive
Happy Mothers Day! allergies are ****. Oh and I hope Miller has a better day too,positive
 omg i had that book its soo funny,positive
 Morning! Are u back in blighty Bill? Hope u had a lovely time away,positive
Passing out  early  after the  river sounds amazing. To my cozy bed  with my cozy dogs,positive
"  Lupo`s is a bit far for you methinks, luv. They`re an hour out of my way in Providence. I love Providence.",positive
pretty tired after a nice full day.,positive
Happy Star Wars Day  Im going to make some pasta get showered and dressed and then watch some films. I like days off. I have 3 days off,positive
_SUPRNATURAL  ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham,positive
It`s too perfect outside to be at work,positive
This is great!  I just found out that it`s Star Wars Day.       'May the 4th' be with you!  Have you hugged your Ewok today?,positive
 thanks  this one will be a hit.  has been a patron since 2001,positive
Back in Athens! Had great time in Budapest,positive
check out this funny movie  http://tinyurl.com/d3qwar,positive
 well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it`s worth the wait!,positive
happy mothers dayy,positive
"got tickets to go with dad and his girlfriend to see Eric Clapton, Steve Winwood, and the Arc Angels on June 24th @ Toyota Center! WOO!",positive
Beautiful morning here in the mountains,positive
John john and I just switched the meaning of PIMP to someone who still pwns at halo when they`re wasted  hahahaha Another amazing night,positive
 all the photos  niceeeee,positive
G`morning Twitter World   A relaxing family Sunday methinks,positive
 yes i am and i was ready to go when i got here. ugh  and its sooo pretty outside..,positive
Ryan Stiles is still the funniest man ever. Got some great news and some not great news tonight. So happy I could burst,positive
 you can explore the site 2 and find cool stuff,positive
 And U are doing Brilliantly sweetie!!!   Blessings and Joy to you!!!,positive
 Thanks for the Gifford Lectures page,positive
 BTW I STILL can`t believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc,positive
Madly in love with The Row..wishing i had money,positive
Happy Mother`s Day to all the mothers,positive
" I`ve never seen any of the X Men films but they are supposed to be good so I thought, why not?",positive
_w thank you..,positive
" Good for you! I don`t think I`ll be joining later. I`m hyper as hell, though. WHEE!",positive
 Indeed. Have a nice week!,positive
im at home....on a friday night.  but it`s all good!,positive
" I know! I can barely believe it`s almost over! Thanks for the review, lovely!",positive
I don`t know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.,positive
" great. so you`re saying *I`m* old, being 28 and all??",positive
"Am good thanks, what`s Miami saying? How come u wrote to me?",positive
 have fun on flashy fed hill..im sure you`re imported cheeto eating **** will fit in lol,positive
"Looks like rain again  Oh well, it will give me a chance to work on a new crochet pattern I have in the works.",positive
My 2 favorite things. Fuzzball and Swine Flu  http://tinyurl.com/dhpol7,positive
" Sweet deal! I so want to see that movie! Methinks we may have to do a Star Trek movie night some time, hmm?",positive
 hahahaha omg you win the internetz today!  'Why are you trying to turn me into Zac Efron?' hahaha,positive
"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",positive
" HEY, BABEE. ) LOVE YOOOOUUU. >< RP time.",positive
"uft im tutoring the lil sis  shes so cute, even though shes an eighth grader :p",positive
Sitting by myself. Everyone took the good seats.,positive
is going to drink a mojito and lay down to watch movies with my hubby. Goodnight fellow tweeters,positive
" - crazy fun! You make that man be nice!  Sri Lanka is a spiritual place, yes?",positive
Happy Mother`s Day to all Mothers out there,positive
This is why I got best dressed,positive
Happiness is like peeing your pants...nobody can see it but only you can feel it`s warm sensation,positive
"Top 20 ways to go green! http://tinyurl.com/otjttu - this is pretty helpful, and kinda cool actually",positive
Finally upgraded to Spotify premium - exceeded my threshold of awesomeness some time ago. Now where`s the iPhone app & remote ?,positive
You should retweet others good tweets at least 10 a day to get involved into things at twitter,positive
And the sun is back up again.  Could we have more of the kind of weather we had last January and February? I like jackets.,positive
 congratulation  about the icehockey victory against switzerland..,positive
says I LOVE YOU MOM  http://plurk.com/p/svm0w,positive
Relaxing,positive
relaxing night at home with best people,positive
 It is! Wish there was one in our area.,positive
"  Now there`s a question for 140 characters   One of history`s great unanswered what if`s, I would say",positive
This is going to be a great and productive week - I can just feel it!!!  POSITIVE THINKING is the key,positive
#firefly weekend on SciFi channel  I`m a happy man,positive
 #steel toe boots - Good to hear that you`re comfy. Hopefully they are Kodiak or Terra brand,positive
 good morning hun! i loved the movie what happens in vegas~ it is such a good movie,positive
I`m really excited that I`m a Queen Bee on the Power Mom 50 List  I feel really REALLY honored. #nielsenpowermoms,positive
 yay! You`re on twitter!,positive
 goood,positive
Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho,positive
" I get motivated by the fact that I know I`ll wake up and be more productive if I go, then if I sleep in, just me though",positive
 You needed to watch the White House Correspondent`s Dinner. That would have cheered you up!,positive
 I`m with you there - filing is so much less fun than sorting cos you still have to look at it & hunt down details,positive
Cool. Cant wait for dustbin baby,positive
17 Again was actually quite good considering...off to bed now. Long day tomorrow. June 12th...please come soon (but not too soon),positive
hapee mother`s day t all the mothers out there!,positive
 Congrats on your bike ride today.. Very impressive indeed.. Ya might be doing` the 'Tour De France' some day,positive
 haha. Okay.  have fun with that. Haha.,positive
Today was eventful...,positive
Happy mothers day to all the mothers out there!,positive
 wow. hehehe. mushy-mushy mode.,positive
 hey cant wait 4 u guys 2 come over 2 jersey woop.... hope ur lookin 4ward 2 it coz we r  x,positive
" Thanks, it`s just too good for TV, simple as that.  #dollhouse",positive
 good,positive
 Wow thanks a lot!  I can`t believe I didn`t think of that. XD,positive
"_lantos Jeff can`t Forcast tonight.  He says Saturday he`s good at 8:30 your time. If,you knowÃ¯Â¿Â½ you don`t have A LIFE on Saturdays.",positive
got 34/40 for exam 1... percentage doesnt look good.,positive
" Just wanted to point out that on Youtube, you have more subscribers than Tom Felton. Thought that might make you happy.",positive
my guys call me ``BartÃ‚Â ofÃ‚Â theÃ‚Â criticalÃ‚Â questions``. I`m guessing that`s a good thing.  #zeropoint.IT,positive
FALL ASLEEP ON ME AGAIN  But I know how it feels now LOL. Drag Me To Hell tonight! Quite excited,positive
~ Happy Star Wars Day.every one ~  ...may the fourth be with you!,positive
love it when jonas brothers are in the trending topics. maybe taylors turn next,positive
 Cant wait && Cant wait to see the 3d concert experience (i live in the uk) the was the trailer at the cinema yesterday.,positive
" noboby`s behind. I think I lead with $14,8 so far",positive
" Weekend was quiet, just planning new websites. Today, research and choosing hats. Coffee hat sounds good though. Kettle on",positive
 aww hope uve hada good day  xxxxx,positive
 Have a great day..... if the rain keeps up I may go swimming instead of dining here,positive
in about 30 minutes Happy Mothers Day to alll the amazing moms out there!!!  going to bed!!,positive
"goodnight and good bye to all of you, hope you have the best of dreams",positive
 Hi bunny! I recently have subcribed to your channel on YouTube! You make some great stuff. Kinda just wanted to say hi!,positive
Twitter is officially the BEST way to advertise something.,positive
When I check google analytics I can always get to google.com/**** before Safari`s auto-fill kicks in. Makes me laugh,positive
Happy Mother`s Day Mom! I love You!,positive
"Hmmm, I just realized....I didn`t have any bday cake for my birthday...boo hoo!",positive
 at least she doesnt try to violently hump you like my (female) dog does,positive
 Interview! 177 views! 22 away from 200!! Thanx for reading ppl!!  http://tiny.cc/GmKbT #mattmccoy,positive
planning for mothers day special for my beloved mother,positive
greeting you all a happy mother`s day!,positive
 haha.. good for you,positive
" awwww  I`ll be waiting then, hope it doesn`t rain",positive
_cali Good morning,positive
 Awww  You`ll Be Fine...,positive
Just finished first workout on Jillian Michaels 30day making the cut program!  Feeling great  Hopefully the eating will be just as good,positive
 it wouldnt let me vote yesterday  but i made up for it today. i really hope u win cause everyone knows u deserve it =D,positive
  pleasure  anytime,positive
" Good morning MiaMiaDC  My weekend was great and I just had my Monday, which was also great  I hope you have a wonderful day!",positive
Good night everyone  im going to lay in bed and watch eraser!,positive
OH NO ZOMBIEPIX DON`T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP,positive
 aww tessy wanna hug?,positive
"Scary lightning and thunder  I`m glad it`s over now. Going to sleep, I hope I`m not late to school tomorow again. Haha",positive
 Nice idea for a M-I-L gift. Did you crochet it? Good idea about looking online.  There are Youtube videos showing lefty crochet.,positive
good job!,positive
 no problemo!!! Family Guy is on there too,positive
 thanks  glad you like it,positive
what a lazy sunday... I love lazy days...,positive
 I had fun tonight! I`ll leave you with this...Brandi Carlile will be in Dallas today.  We should just sneak into the show!,positive
 Thanks for that!,positive
Aaaah did you see Prez Obama holding hands with his wifey? Soooo romantic even in White House.....,positive
Had an awesome pedicure today!!,positive
"Next thing to do tomorrow morning: Temperature Check! It`s gonna be a routine till Swine Flu dies. Good Night, everyone!",positive
is full from a nice dinner,positive
went to bestbuy today and found that they had pretty much ever HP except the one i wanted to look at,positive
First Happy Mothers Day  Second what is it that makes us think the way we do? Why do we feel the way we feel? I dont know but i wish i did,positive
liking my fake tan orange colour,positive
 Thank you!  The best to you and yours tomorrow... I hope you all have a lovely day together!!,positive
"just came back home from NE gig, another fun night skankin...what a workout!",positive
 Ooohhh  well you could always borrow and burn buddy. Lol,positive
 I have a friend who loves that spot. I want to go,positive
 haha I wish! I have a BFA in photography now.,positive
Woah! 311 is really good!! The rain earlier was rather nice,positive
 awww cuuuute  Newborns are so fun!,positive
"Yes! Cold coffee from yesterday. No sugar, no cream !  The way I like it !",positive
had a shitload of fun with her friends,positive
 aw you`re the ****  thanks so much for the twitter loveeee. i appreciate every last drop,positive
"Brother #3 is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I`m sure",positive
super excited,positive
_Polanco Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,positive
Missing my morning work out cause my bench press is back in Jakarta  goodluck diga! Test will be easy peasy! Hehehe,positive
Thanks    _Twit01,positive
167 SQL queries to display one single deal page on OzBargain. Looks like I`ll have fun optimising it!  Bad bad Drupal...,positive
my favorite curling iron broke,positive
 Haha.. Hey you should check out   Love her/his tweets,positive
I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.,positive
HAPPY MOTHERS` DAY!,positive
has a gym day and is hoping to enjoy the last Friday of her twenties.,positive
Can you believe it:Tomorrow Night will be Jay Leno`s last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.,positive
 what did someone do? and good morning,positive
 wellll...... only 2 that will feed me   the others were mainly shade loving native wildflowers.,positive
Aw I wish I was in Ireland  ,positive
 so great to hear from u again today! U r the best! Cannot wait to see u on the cruise!!! <3 Cindy with the sign,positive
In pillow heaven,positive
 Lol at the VATS on The Insiders,positive
 http://twitpic.com/416b7 - hey! nice pic,positive
